x,y,diameter_pixel,imagePath,realDiameter
1104,710,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045
340,438,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045
624,711,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045
710,165,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
450,576,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
994,280,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
1167,460,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
592,447,456,example/input\Nikon DS-Ri2\Sample 2\2108.tif,669.2104490754332
458,394,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
782,478,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
896,459,456,example/input\Nikon DS-Ri2\Sample 2\2108.tif,669.2104490754332
298,212,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
123,376,168,example/input\Nikon DS-Ri2\Sample 2\2108.tif,246.55121808042279
1220,741,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391
1024,753,472,example/input\Nikon DS-Ri2\Sample 2\2109.tif,692.691517464045
1160,428,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391
200,446,472,example/input\Nikon DS-Ri2\Sample 2\2109.tif,692.691517464045
129,588,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391
537,741,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391
1020,63,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391
717,542,512,example/input\Nikon DS-Ri2\Sample 2\2109.tif,751.3941884355742
1125,675,480,example/input\Nikon DS-Ri2\Sample 2\2110.tif,704.4320516583508
994,609,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
87,154,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
339,376,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
764,392,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
1124,110,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
924,132,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
776,64,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
993,441,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
76,399,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
417,582,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
216,762,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391
1173,460,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
1116,795,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045
954,178,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332
1084,87,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045
762,356,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045
1142,723,480,example/input\Nikon DS-Ri2\Sample 2\2111.tif,704.4320516583508
846,628,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045
831,136,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
1140,424,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
681,440,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332
453,700,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045
465,220,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332
414,380,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332
183,54,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
54,696,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
807,760,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
50,382,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391
314,168,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
972,580,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
134,370,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
432,178,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
860,236,480,example/input\Nikon DS-Ri2\Sample 2\2112.tif,704.4320516583508
1158,642,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
777,376,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
192,122,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
504,74,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
1084,540,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
957,112,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
992,246,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
398,458,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
555,488,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
248,404,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
903,404,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332
1158,406,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
1068,333,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
681,462,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332
232,615,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332
536,645,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332
424,614,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
795,138,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332
290,513,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
1202,198,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045
774,16,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391
270,232,88,example/input\Nikon DS-Ri2\Sample 2\2112.tif,129.1458761373643
534,388,576,example/input\Nikon DS-Ri2\Sample 2\2113.tif,845.318461990021
700,56,456,example/input\Nikon DS-Ri2\Sample 2\2113.tif,669.2104490754332
988,232,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
954,590,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
774,652,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
84,266,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
1164,261,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
134,570,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
549,168,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
356,633,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
390,400,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
288,202,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
796,216,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
261,738,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
560,712,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
726,538,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
1152,478,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
956,351,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
600,602,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045
1048,422,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
1168,90,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
280,520,448,example/input\Nikon DS-Ri2\Sample 2\2113.tif,657.4699148811274
642,458,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
40,476,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
39,710,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
904,15,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391
658,140,208,example/input\Nikon DS-Ri2\Sample 2\2113.tif,305.253889051952
735,504,120,example/input\Nikon DS-Ri2\Sample 2\2113.tif,176.1080129145877
738,423,88,example/input\Nikon DS-Ri2\Sample 2\2113.tif,129.1458761373643
609,736,576,example/input\Nikon DS-Ri2\Sample 2\2114.tif,845.318461990021
1130,729,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045
867,608,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045
566,158,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
1034,531,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
927,254,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045
897,90,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
984,411,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
514,514,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
938,756,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
382,573,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
507,370,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332
810,453,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332
207,330,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
326,44,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
716,38,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332
24,490,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332
520,22,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
734,795,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391
142,228,96,example/input\Nikon DS-Ri2\Sample 2\2114.tif,140.88641033167016
188,448,672,example/input\Nikon DS-Ri2\Sample 2\2115.tif,986.2048723216911
1138,366,512,example/input\Nikon DS-Ri2\Sample 2\2115.tif,751.3941884355742
578,202,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045
591,752,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
1086,594,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
762,482,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045
924,686,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
352,640,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
447,510,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
462,390,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
921,112,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
546,616,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
742,632,456,example/input\Nikon DS-Ri2\Sample 2\2115.tif,669.2104490754332
597,318,456,example/input\Nikon DS-Ri2\Sample 2\2115.tif,669.2104490754332
700,50,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
1179,516,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045
51,414,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045
562,8,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391
152,435,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045
435,444,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045
940,552,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391
720,486,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391
584,446,456,example/input\Nikon DS-Ri2\Sample 2\2116.tif,669.2104490754332
597,639,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045
616,756,456,example/input\Nikon DS-Ri2\Sample 2\2116.tif,669.2104490754332
1160,807,520,example/input\Nikon DS-Ri2\Sample 2\2116.tif,763.13472262988
20,506,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391
135,90,512,example/input\Nikon DS-Ri2\Sample 2\2117.tif,751.3941884355742
366,198,472,example/input\Nikon DS-Ri2\Sample 2\2117.tif,692.691517464045
264,141,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391
81,316,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391
351,675,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391
176,240,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391
273,556,456,example/input\Nikon DS-Ri2\Sample 2\2117.tif,669.2104490754332
129,549,472,example/input\Nikon DS-Ri2\Sample 2\2118.tif,692.691517464045
330,178,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
201,652,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
250,58,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
303,558,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
422,400,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
544,588,456,example/input\Nikon DS-Ri2\Sample 2\2118.tif,669.2104490754332
272,375,448,example/input\Nikon DS-Ri2\Sample 2\2118.tif,657.4699148811274
434,760,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
34,352,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391
546,104,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274
298,382,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274
198,326,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274
471,222,464,example/input\Nikon DS-Ri2\Sample 2\2119.tif,680.9509832697391
135,135,480,example/input\Nikon DS-Ri2\Sample 2\2119.tif,704.4320516583508
100,495,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045
380,296,464,example/input\Nikon DS-Ri2\Sample 2\2119.tif,680.9509832697391
309,164,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045
102,258,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045
