x,y,diameter_pixel,imagePath,realDiameter,sample
810,202,344,example/input\Nikon DS-Ri2\Sample 1\093.tif,504.8429703551514,Sample 1
84,358,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
130,178,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
170,728,344,example/input\Nikon DS-Ri2\Sample 1\093.tif,504.8429703551514,Sample 1
506,556,320,example/input\Nikon DS-Ri2\Sample 1\093.tif,469.6213677722338,Sample 1
567,636,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
1118,760,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
909,316,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
825,756,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
116,276,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
94,466,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
172,96,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
285,144,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
1170,86,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
344,370,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
573,504,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
735,606,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
976,118,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
381,116,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
730,360,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
687,430,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
800,117,320,example/input\Nikon DS-Ri2\Sample 1\093.tif,469.6213677722338,Sample 1
656,578,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
914,772,344,example/input\Nikon DS-Ri2\Sample 1\093.tif,504.8429703551514,Sample 1
483,273,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
242,566,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
914,60,352,example/input\Nikon DS-Ri2\Sample 1\093.tif,516.5835045494572,Sample 1
536,28,424,example/input\Nikon DS-Ri2\Sample 1\093.tif,622.2483122982098,Sample 1
754,42,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
1016,34,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
452,69,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
273,777,336,example/input\Nikon DS-Ri2\Sample 1\093.tif,493.1024361608456,Sample 1
426,798,328,example/input\Nikon DS-Ri2\Sample 1\093.tif,481.3619019665397,Sample 1
687,357,432,example/input\Nikon DS-Ri2\Sample 1\094.tif,633.9888464925157,Sample 1
579,378,432,example/input\Nikon DS-Ri2\Sample 1\094.tif,633.9888464925157,Sample 1
938,333,488,example/input\Nikon DS-Ri2\Sample 1\094.tif,716.1725858526567,Sample 1
650,507,488,example/input\Nikon DS-Ri2\Sample 1\094.tif,716.1725858526567,Sample 1
831,254,416,example/input\Nikon DS-Ri2\Sample 1\094.tif,610.507778103904,Sample 1
486,606,432,example/input\Nikon DS-Ri2\Sample 1\094.tif,633.9888464925157,Sample 1
531,477,424,example/input\Nikon DS-Ri2\Sample 1\094.tif,622.2483122982098,Sample 1
708,604,424,example/input\Nikon DS-Ri2\Sample 1\094.tif,622.2483122982098,Sample 1
258,512,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
170,546,320,example/input\Nikon DS-Ri2\Sample 1\094.tif,469.6213677722338,Sample 1
688,710,368,example/input\Nikon DS-Ri2\Sample 1\094.tif,540.064572938069,Sample 1
806,651,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
336,670,368,example/input\Nikon DS-Ri2\Sample 1\094.tif,540.064572938069,Sample 1
214,648,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
879,141,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
578,642,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
603,174,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
254,768,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
954,668,352,example/input\Nikon DS-Ri2\Sample 1\094.tif,516.5835045494572,Sample 1
970,568,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
904,764,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
315,444,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
280,594,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
405,447,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
789,736,352,example/input\Nikon DS-Ri2\Sample 1\094.tif,516.5835045494572,Sample 1
1042,358,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
126,628,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
432,356,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
1010,484,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
674,222,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
110,728,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
1035,252,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
1107,186,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
1164,537,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
1155,410,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
820,423,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
376,564,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
981,140,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
795,567,320,example/input\Nikon DS-Ri2\Sample 1\094.tif,469.6213677722338,Sample 1
750,490,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
478,722,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
933,74,320,example/input\Nikon DS-Ri2\Sample 1\094.tif,469.6213677722338,Sample 1
906,508,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
447,519,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
518,206,248,example/input\Nikon DS-Ri2\Sample 1\094.tif,363.9565600234813,Sample 1
903,428,328,example/input\Nikon DS-Ri2\Sample 1\094.tif,481.3619019665397,Sample 1
164,153,128,example/input\Nikon DS-Ri2\Sample 1\094.tif,187.8485471088936,Sample 1
726,808,336,example/input\Nikon DS-Ri2\Sample 1\094.tif,493.1024361608456,Sample 1
76,810,344,example/input\Nikon DS-Ri2\Sample 1\094.tif,504.8429703551514,Sample 1
1104,710,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045,Sample 2
340,438,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045,Sample 2
624,711,472,example/input\Nikon DS-Ri2\Sample 2\2108.tif,692.691517464045,Sample 2
710,165,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
450,576,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
994,280,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
1167,460,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
592,447,456,example/input\Nikon DS-Ri2\Sample 2\2108.tif,669.2104490754332,Sample 2
458,394,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
782,478,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
896,459,456,example/input\Nikon DS-Ri2\Sample 2\2108.tif,669.2104490754332,Sample 2
298,212,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
123,376,168,example/input\Nikon DS-Ri2\Sample 2\2108.tif,246.5512180804228,Sample 2
1220,741,464,example/input\Nikon DS-Ri2\Sample 2\2108.tif,680.9509832697391,Sample 2
1024,753,472,example/input\Nikon DS-Ri2\Sample 2\2109.tif,692.691517464045,Sample 2
1160,428,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391,Sample 2
200,446,472,example/input\Nikon DS-Ri2\Sample 2\2109.tif,692.691517464045,Sample 2
129,588,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391,Sample 2
537,741,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391,Sample 2
1020,63,464,example/input\Nikon DS-Ri2\Sample 2\2109.tif,680.9509832697391,Sample 2
717,542,512,example/input\Nikon DS-Ri2\Sample 2\2109.tif,751.3941884355742,Sample 2
1125,675,480,example/input\Nikon DS-Ri2\Sample 2\2110.tif,704.4320516583508,Sample 2
994,609,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
87,154,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
339,376,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
764,392,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
1124,110,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
924,132,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
776,64,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
993,441,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
76,399,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
417,582,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
216,762,464,example/input\Nikon DS-Ri2\Sample 2\2110.tif,680.9509832697391,Sample 2
1173,460,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
1116,795,472,example/input\Nikon DS-Ri2\Sample 2\2110.tif,692.691517464045,Sample 2
954,178,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332,Sample 2
1084,87,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045,Sample 2
762,356,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045,Sample 2
1142,723,480,example/input\Nikon DS-Ri2\Sample 2\2111.tif,704.4320516583508,Sample 2
846,628,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045,Sample 2
831,136,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
1140,424,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
681,440,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332,Sample 2
453,700,472,example/input\Nikon DS-Ri2\Sample 2\2111.tif,692.691517464045,Sample 2
465,220,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332,Sample 2
414,380,456,example/input\Nikon DS-Ri2\Sample 2\2111.tif,669.2104490754332,Sample 2
183,54,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
54,696,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
807,760,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
50,382,464,example/input\Nikon DS-Ri2\Sample 2\2111.tif,680.9509832697391,Sample 2
314,168,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
972,580,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
134,370,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
432,178,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
860,236,480,example/input\Nikon DS-Ri2\Sample 2\2112.tif,704.4320516583508,Sample 2
1158,642,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
777,376,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
192,122,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
504,74,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
1084,540,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
957,112,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
992,246,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
398,458,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
555,488,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
248,404,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
903,404,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332,Sample 2
1158,406,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
1068,333,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
681,462,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332,Sample 2
232,615,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332,Sample 2
536,645,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332,Sample 2
424,614,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
795,138,456,example/input\Nikon DS-Ri2\Sample 2\2112.tif,669.2104490754332,Sample 2
290,513,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
1202,198,472,example/input\Nikon DS-Ri2\Sample 2\2112.tif,692.691517464045,Sample 2
774,16,464,example/input\Nikon DS-Ri2\Sample 2\2112.tif,680.9509832697391,Sample 2
270,232,88,example/input\Nikon DS-Ri2\Sample 2\2112.tif,129.1458761373643,Sample 2
534,388,576,example/input\Nikon DS-Ri2\Sample 2\2113.tif,845.318461990021,Sample 2
700,56,456,example/input\Nikon DS-Ri2\Sample 2\2113.tif,669.2104490754332,Sample 2
988,232,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
954,590,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
774,652,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
84,266,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
1164,261,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
134,570,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
549,168,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
356,633,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
390,400,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
288,202,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
796,216,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
261,738,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
560,712,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
726,538,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
1152,478,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
956,351,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
600,602,472,example/input\Nikon DS-Ri2\Sample 2\2113.tif,692.691517464045,Sample 2
1048,422,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
1168,90,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
280,520,448,example/input\Nikon DS-Ri2\Sample 2\2113.tif,657.4699148811274,Sample 2
642,458,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
40,476,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
39,710,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
904,15,464,example/input\Nikon DS-Ri2\Sample 2\2113.tif,680.9509832697391,Sample 2
658,140,208,example/input\Nikon DS-Ri2\Sample 2\2113.tif,305.253889051952,Sample 2
735,504,120,example/input\Nikon DS-Ri2\Sample 2\2113.tif,176.1080129145877,Sample 2
738,423,88,example/input\Nikon DS-Ri2\Sample 2\2113.tif,129.1458761373643,Sample 2
609,736,576,example/input\Nikon DS-Ri2\Sample 2\2114.tif,845.318461990021,Sample 2
1130,729,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045,Sample 2
867,608,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045,Sample 2
566,158,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
1034,531,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
927,254,472,example/input\Nikon DS-Ri2\Sample 2\2114.tif,692.691517464045,Sample 2
897,90,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
984,411,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
514,514,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
938,756,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
382,573,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
507,370,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332,Sample 2
810,453,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332,Sample 2
207,330,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
326,44,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
716,38,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332,Sample 2
24,490,456,example/input\Nikon DS-Ri2\Sample 2\2114.tif,669.2104490754332,Sample 2
520,22,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
734,795,464,example/input\Nikon DS-Ri2\Sample 2\2114.tif,680.9509832697391,Sample 2
142,228,96,example/input\Nikon DS-Ri2\Sample 2\2114.tif,140.88641033167016,Sample 2
188,448,672,example/input\Nikon DS-Ri2\Sample 2\2115.tif,986.2048723216913,Sample 2
1138,366,512,example/input\Nikon DS-Ri2\Sample 2\2115.tif,751.3941884355742,Sample 2
578,202,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045,Sample 2
591,752,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
1086,594,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
762,482,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045,Sample 2
924,686,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
352,640,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
447,510,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
462,390,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
921,112,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
546,616,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
742,632,456,example/input\Nikon DS-Ri2\Sample 2\2115.tif,669.2104490754332,Sample 2
597,318,456,example/input\Nikon DS-Ri2\Sample 2\2115.tif,669.2104490754332,Sample 2
700,50,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
1179,516,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045,Sample 2
51,414,472,example/input\Nikon DS-Ri2\Sample 2\2115.tif,692.691517464045,Sample 2
562,8,464,example/input\Nikon DS-Ri2\Sample 2\2115.tif,680.9509832697391,Sample 2
152,435,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045,Sample 2
435,444,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045,Sample 2
940,552,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391,Sample 2
720,486,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391,Sample 2
584,446,456,example/input\Nikon DS-Ri2\Sample 2\2116.tif,669.2104490754332,Sample 2
597,639,472,example/input\Nikon DS-Ri2\Sample 2\2116.tif,692.691517464045,Sample 2
616,756,456,example/input\Nikon DS-Ri2\Sample 2\2116.tif,669.2104490754332,Sample 2
1160,807,520,example/input\Nikon DS-Ri2\Sample 2\2116.tif,763.13472262988,Sample 2
20,506,464,example/input\Nikon DS-Ri2\Sample 2\2116.tif,680.9509832697391,Sample 2
135,90,512,example/input\Nikon DS-Ri2\Sample 2\2117.tif,751.3941884355742,Sample 2
366,198,472,example/input\Nikon DS-Ri2\Sample 2\2117.tif,692.691517464045,Sample 2
264,141,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391,Sample 2
81,316,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391,Sample 2
351,675,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391,Sample 2
176,240,464,example/input\Nikon DS-Ri2\Sample 2\2117.tif,680.9509832697391,Sample 2
273,556,456,example/input\Nikon DS-Ri2\Sample 2\2117.tif,669.2104490754332,Sample 2
129,549,472,example/input\Nikon DS-Ri2\Sample 2\2118.tif,692.691517464045,Sample 2
330,178,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
201,652,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
250,58,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
303,558,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
422,400,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
544,588,456,example/input\Nikon DS-Ri2\Sample 2\2118.tif,669.2104490754332,Sample 2
272,375,448,example/input\Nikon DS-Ri2\Sample 2\2118.tif,657.4699148811274,Sample 2
434,760,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
34,352,464,example/input\Nikon DS-Ri2\Sample 2\2118.tif,680.9509832697391,Sample 2
546,104,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274,Sample 2
298,382,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274,Sample 2
198,326,448,example/input\Nikon DS-Ri2\Sample 2\2119.tif,657.4699148811274,Sample 2
471,222,464,example/input\Nikon DS-Ri2\Sample 2\2119.tif,680.9509832697391,Sample 2
135,135,480,example/input\Nikon DS-Ri2\Sample 2\2119.tif,704.4320516583508,Sample 2
100,495,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045,Sample 2
380,296,464,example/input\Nikon DS-Ri2\Sample 2\2119.tif,680.9509832697391,Sample 2
309,164,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045,Sample 2
102,258,472,example/input\Nikon DS-Ri2\Sample 2\2119.tif,692.691517464045,Sample 2
